student_id,topic,field_of_interest,quiz_score,concept_score,practical_score,confidence,prior_experience,hours_per_week,preferred_content,learning_style,difficulty_preference,completion_rate,avg_session_minutes,quiz_attempts,needs_revision,topic_prerequisite_score,interest_score,knowledge_gap,recommended_action,resource_type,recommendation_priority
2781,Overfitting & Underfitting,Machine Learning,32.33,17.06,12.85,0.0,Intermediate,6.65,Interactive Course,Hands-on,Intermediate,12.99,35.1,5,1,28.12,29.4,76.15,Learn Fundamentals,Article,High
507,Decision Trees,Machine Learning,24.84,30.76,47.8,41.48,Some Experience,5.4,Article,Reading,Advanced,6.69,39.2,5,1,19.26,24.17,68.79,Learn Fundamentals,Article,High
4334,Deployment,DevOps/Cloud,0.0,28.12,29.54,17.13,None,12.16,Project,Hands-on,Beginner,21.77,31.97,6,1,0.0,32.93,85.65,Learn Fundamentals,Article,High
3708,FastAPI,Backend Development,5.34,25.5,23.12,47.65,Intermediate,5.54,Video,Reading,Adaptive,16.18,33.39,5,1,0.0,23.67,85.05,Learn Fundamentals,Article,High
2346,SQL/Databases,Backend Development,37.06,55.3,30.76,29.28,None,11.14,Article,Mixed,Advanced,26.31,23.08,4,1,39.34,9.86,58.73,Learn Fundamentals,Video,High
1378,Clustering,Machine Learning,25.8,20.21,54.65,62.11,Some Experience,5.5,Video,Mixed,Beginner,26.38,36.08,4,1,31.96,23.73,70.1,Learn Fundamentals,Video,High
2512,Model Evaluation,Machine Learning,26.98,19.7,11.67,35.74,None,2.1,Project,Hands-on,Intermediate,30.97,32.28,5,1,20.29,27.02,78.26,Learn Fundamentals,Article,High
3267,Model Evaluation,Machine Learning,46.12,44.31,32.09,69.07,None,1.08,Interactive Course,Reading,Intermediate,49.25,44.38,3,1,15.11,30.38,57.23,Learn Fundamentals,Article,High
4084,JavaScript,Web Development,15.28,18.09,41.49,48.94,Beginner,3.75,Practice Questions,Reading,Advanced,15.41,25.87,3,1,16.21,43.07,78.64,Learn Fundamentals,Article,High
3023,Linear Regression,Machine Learning,42.86,36.0,50.13,23.89,Some Experience,6.34,Practice Questions,Visual,Adaptive,30.68,38.86,4,1,42.52,22.17,57.74,Revision,Practice Questions,Medium
2096,REST APIs,Backend Development,17.76,29.99,36.35,48.92,Intermediate,1.52,Practice Questions,Reading,Intermediate,23.27,44.22,5,1,36.58,19.99,74.85,Learn Fundamentals,Article,High
4976,SQL/Databases,Backend Development,18.71,60.23,61.31,26.68,Beginner,4.24,Practice Questions,Hands-on,Beginner,23.41,51.7,5,1,33.3,21.16,60.31,Learn Fundamentals,Article,High
222,FastAPI,Backend Development,37.96,58.33,23.32,,Beginner,6.14,Video,Mixed,Intermediate,29.42,34.0,5,1,56.25,28.4,58.86,Learn Fundamentals,Video,High
2543,SQL/Databases,Backend Development,23.7,32.79,60.85,44.51,Beginner,4.9,Documentation,Reading,Intermediate,24.01,24.68,5,1,32.98,5.39,66.14,Learn Fundamentals,Article,High
2826,JavaScript,Web Development,70.7,68.87,50.14,58.81,Some Experience,3.72,Video,Hands-on,Beginner,40.26,37.17,3,0,49.09,17.81,33.96,Study Core Material,Documentation,Medium
2372,FastAPI,Backend Development,36.55,0.0,0.0,28.96,Intermediate,1.0,Video,Visual,Intermediate,12.35,28.39,3,1,8.03,19.01,81.72,Learn Fundamentals,Video,High
1380,HTML/CSS,Web Development,34.13,39.18,39.73,48.96,Advanced,13.66,Video,Reading,Adaptive,60.84,42.5,4,1,28.03,41.0,63.23,Learn Fundamentals,Article,High
3596,Clustering,Machine Learning,50.52,52.98,31.62,48.29,None,5.21,Video,Visual,Beginner,23.4,41.63,3,1,44.46,25.97,52.52,Revision,Interactive Course,Medium
1742,FastAPI,Backend Development,0.0,0.87,0.0,22.15,Beginner,7.23,Interactive Course,Mixed,Intermediate,14.37,19.41,7,1,0.0,17.58,99.74,Learn Fundamentals,Video,High
3592,Model Evaluation,Machine Learning,0.0,14.66,0.0,18.67,Intermediate,1.54,Interactive Course,Mixed,Advanced,0.0,25.74,7,1,11.85,24.82,95.6,Learn Fundamentals,Video,High
3632,REST APIs,Backend Development,51.47,36.58,44.96,38.76,Intermediate,14.42,Video,Hands-on,Beginner,8.65,33.82,3,1,40.9,15.8,54.3,Revision,Practice Questions,Medium
4740,Decision Trees,Machine Learning,13.75,52.95,45.3,15.43,Intermediate,2.7,Interactive Course,Hands-on,Intermediate,12.52,26.08,6,1,36.42,12.39,68.18,Learn Fundamentals,Article,High
2381,Classification,Machine Learning,30.81,56.42,58.24,60.84,Intermediate,7.65,Documentation,Mixed,Beginner,21.44,48.98,6,1,33.77,48.18,56.02,Learn Fundamentals,Video,High
2487,REST APIs,Backend Development,0.0,34.05,32.79,16.91,Beginner,7.66,Video,Visual,Adaptive,53.93,17.18,7,1,9.54,16.26,83.23,Learn Fundamentals,Video,High
1365,Logistic Regression,Machine Learning,34.26,48.05,2.79,57.07,None,5.42,Video,Reading,Beginner,18.05,32.63,5,1,15.61,14.88,67.9,Learn Fundamentals,Article,High
1632,Clustering,Machine Learning,11.17,32.21,57.66,38.81,Some Experience,7.34,Practice Questions,Mixed,Beginner,15.99,37.46,7,1,33.81,31.46,73.22,Learn Fundamentals,Video,High
1865,HTML/CSS,Web Development,0.0,6.69,9.31,8.77,Some Experience,4.99,Article,Hands-on,Advanced,29.07,33.16,6,1,4.96,30.66,96.13,Learn Fundamentals,Article,High
2664,React,Web Development,15.26,55.1,34.01,41.16,Intermediate,3.3,Project,Visual,Adaptive,23.35,29.44,6,1,35.06,31.04,69.04,Learn Fundamentals,Video,High
942,Logistic Regression,Machine Learning,35.1,41.39,16.04,52.08,Some Experience,7.11,Interactive Course,Mixed,Intermediate,26.61,55.78,5,1,18.85,31.01,66.83,Learn Fundamentals,Video,High
2365,EDA,Data Science,34.31,67.65,55.89,38.07,Beginner,16.56,Interactive Course,Hands-on,Intermediate,39.49,59.82,3,1,82.35,32.34,51.37,Learn Fundamentals,Article,High
1252,React,Web Development,10.0,18.75,18.11,16.23,None,8.17,Video,Hands-on,Intermediate,7.57,34.05,6,1,13.36,17.05,85.75,Learn Fundamentals,Article,High
509,Classification,Machine Learning,0.0,42.9,29.8,30.28,Intermediate,4.4,Project,Visual,Intermediate,12.38,40.25,7,1,5.27,18.22,81.17,Learn Fundamentals,Video,High
860,Classification,Machine Learning,30.28,55.92,53.11,14.47,None,1.0,Video,Reading,Advanced,20.73,20.44,4,1,62.53,0.0,57.46,Learn Fundamentals,Article,High
536,Classification,Machine Learning,26.34,8.8,32.96,10.92,Beginner,13.24,Video,Reading,Adaptive,23.02,35.23,6,1,12.89,37.82,77.6,Learn Fundamentals,Article,High
1603,SQL/Databases,Backend Development,65.91,43.45,49.38,36.57,Beginner,13.54,Interactive Course,Reading,Intermediate,50.78,41.07,3,1,73.4,47.12,44.13,Revision,Video,Medium
1887,Git/GitHub,Software Development,4.46,14.04,63.05,11.63,Beginner,5.6,Practice Questions,Reading,Advanced,,27.55,7,1,0.73,0.94,80.95,Learn Fundamentals,Article,High
4683,Classification,Machine Learning,13.42,7.43,6.21,32.48,None,11.07,Video,Hands-on,Beginner,18.63,18.5,6,1,0.0,10.45,89.82,Learn Fundamentals,Article,High
1250,Clustering,Machine Learning,13.37,52.44,34.64,,Some Experience,6.98,Interactive Course,Reading,Beginner,33.12,32.55,5,1,44.96,24.91,70.66,Learn Fundamentals,Article,High
1734,React,Web Development,0.0,17.33,19.41,12.72,Some Experience,7.38,Project,Reading,Intermediate,21.53,39.64,7,1,0.0,27.94,90.92,Learn Fundamentals,Article,High
2975,Decision Trees,Machine Learning,10.57,10.19,50.17,16.58,Some Experience,1.68,Interactive Course,Mixed,Beginner,16.76,35.88,7,1,35.91,31.82,81.62,Learn Fundamentals,Video,High
3013,HTML/CSS,Web Development,8.23,24.46,0.0,16.47,Some Experience,5.82,Article,Reading,Adaptive,8.07,28.39,6,1,15.53,23.15,88.55,Learn Fundamentals,Article,High
3781,ML Fundamentals,Machine Learning,22.82,71.22,16.01,21.35,Intermediate,6.68,Interactive Course,Mixed,Beginner,6.31,32.17,5,1,44.56,34.38,64.02,Learn Fundamentals,Video,High
4818,REST APIs,Backend Development,6.48,31.47,17.09,31.87,Intermediate,3.0,Article,Mixed,Adaptive,,29.83,4,1,37.29,31.65,83.9,Learn Fundamentals,Video,High
2370,JavaScript,Web Development,24.13,5.22,0.0,27.37,Beginner,4.51,Interactive Course,Hands-on,Adaptive,0.0,16.46,6,1,0.0,23.13,86.37,Learn Fundamentals,Article,High
2072,Clustering,Machine Learning,27.77,28.78,17.97,17.49,Some Experience,1.84,Interactive Course,Hands-on,Adaptive,9.3,36.04,4,1,38.88,24.86,73.89,Learn Fundamentals,Article,High
3447,Classification,Machine Learning,31.82,38.43,23.04,32.79,Some Experience,10.99,Practice Questions,Visual,Intermediate,6.56,27.51,5,1,16.06,24.29,67.96,Learn Fundamentals,Video,High
4199,Clustering,Machine Learning,26.32,37.81,44.03,35.13,Some Experience,1.78,Practice Questions,Mixed,Advanced,24.9,38.3,4,1,49.09,25.5,66.69,Learn Fundamentals,Video,High
360,Linear Regression,Machine Learning,34.53,47.38,22.75,50.03,None,6.39,Practice Questions,Visual,Advanced,37.3,34.07,5,1,27.97,34.01,63.97,Learn Fundamentals,Video,High
4928,FastAPI,Backend Development,52.34,12.03,32.09,40.73,None,5.34,Practice Questions,Hands-on,Beginner,0.0,35.52,4,1,15.34,28.84,63.8,Learn Fundamentals,Article,High
3617,Logistic Regression,Machine Learning,41.42,53.76,55.02,13.89,Beginner,8.6,Video,Mixed,Intermediate,0.0,25.01,3,1,37.3,14.5,52.16,Learn Fundamentals,Video,High
4882,EDA,Data Science,17.85,26.71,26.51,43.54,Beginner,8.63,Interactive Course,Mixed,Adaptive,33.26,32.92,5,1,20.94,31.06,77.76,Learn Fundamentals,Video,High
303,Linear Regression,Machine Learning,28.36,54.82,45.97,28.88,None,7.04,Documentation,Mixed,Adaptive,17.52,26.67,4,1,39.75,17.63,60.18,Learn Fundamentals,Video,High
4829,FastAPI,Backend Development,,48.28,38.96,49.99,Some Experience,4.63,Project,Hands-on,Intermediate,26.34,47.11,4,1,48.91,23.88,60.42,Learn Fundamentals,Article,High
3930,Decision Trees,Machine Learning,44.93,28.45,12.91,47.83,Some Experience,9.15,Project,Hands-on,Advanced,10.23,46.68,3,1,8.84,44.43,66.42,Learn Fundamentals,Article,High
4341,Logistic Regression,Machine Learning,25.04,0.0,0.0,16.97,None,1.85,Documentation,Reading,Adaptive,25.35,30.86,4,1,13.79,11.97,87.48,Learn Fundamentals,Article,High
3037,ML Fundamentals,Machine Learning,48.15,86.91,49.1,37.86,Beginner,4.69,Practice Questions,Hands-on,Intermediate,12.29,26.66,3,1,53.02,0.0,40.03,Revision,Video,Medium
1730,Deployment,DevOps/Cloud,0.0,3.62,3.06,13.9,Some Experience,5.77,Practice Questions,Visual,Adaptive,10.63,24.95,7,1,9.67,4.07,98.3,Learn Fundamentals,Video,High
4214,SQL/Databases,Backend Development,43.48,66.48,62.83,16.37,Intermediate,9.94,Practice Questions,Hands-on,Beginner,41.42,17.51,5,1,55.48,6.92,45.75,Revision,Practice Questions,Medium
4499,JavaScript,Web Development,27.15,8.16,39.96,57.82,Some Experience,8.63,Video,Reading,Advanced,38.89,46.01,4,1,14.29,23.91,75.99,Learn Fundamentals,Article,High
3763,React,Web Development,15.32,0.0,15.21,0.0,Intermediate,5.29,Interactive Course,Mixed,Beginner,1.44,22.66,6,1,3.41,11.27,89.3,Learn Fundamentals,Video,High
1722,ML Fundamentals,Machine Learning,3.3,44.79,18.37,25.97,Beginner,1.06,Interactive Course,Visual,Beginner,26.49,24.68,7,1,23.4,15.17,81.24,Learn Fundamentals,Video,High
8,Classification,Machine Learning,32.49,8.95,0.0,26.09,Advanced,6.83,Interactive Course,Hands-on,Beginner,32.25,27.79,5,1,16.47,12.53,81.07,Learn Fundamentals,Article,High
3201,JavaScript,Web Development,60.36,67.56,60.2,53.18,Intermediate,2.67,Interactive Course,Hands-on,Beginner,22.26,40.89,3,0,52.16,27.23,37.51,Revision,Interactive Course,Medium
1634,Git/GitHub,Software Development,22.84,48.15,32.2,32.99,Beginner,2.34,Video,Reading,Intermediate,3.1,45.03,3,1,14.5,31.56,67.7,Learn Fundamentals,Article,High
1389,Decision Trees,Machine Learning,3.58,0.17,25.51,25.95,Beginner,5.62,Practice Questions,Hands-on,Advanced,16.89,38.02,7,1,11.85,23.76,93.06,Learn Fundamentals,Article,High
4680,SQL/Databases,Backend Development,35.6,47.78,44.99,2.88,Some Experience,10.04,Article,Hands-on,Intermediate,20.59,22.29,5,1,32.27,12.28,58.87,Learn Fundamentals,Article,High
1906,HTML/CSS,Web Development,35.81,41.2,32.68,17.43,Beginner,3.16,Article,Hands-on,Adaptive,0.0,39.8,3,1,35.05,7.73,63.2,Learn Fundamentals,Article,High
3101,Decision Trees,Machine Learning,12.2,0.78,17.21,53.91,Some Experience,2.16,Documentation,Visual,Advanced,26.06,15.43,5,1,21.86,15.84,90.22,Learn Fundamentals,Video,High
4465,Classification,Machine Learning,38.55,30.43,14.66,5.0,None,5.38,Documentation,Hands-on,Intermediate,16.88,19.58,4,1,5.65,26.63,68.66,Learn Fundamentals,Article,High
2971,HTML/CSS,Web Development,28.03,47.03,42.28,9.9,Intermediate,4.56,Article,Mixed,Intermediate,4.72,19.39,5,1,39.71,13.89,63.42,Learn Fundamentals,Video,High
3884,Logistic Regression,Machine Learning,38.84,24.3,49.22,35.23,Beginner,6.31,Video,Hands-on,Beginner,26.03,40.96,3,1,32.11,28.83,63.44,Learn Fundamentals,Article,High
3726,ML Fundamentals,Machine Learning,24.29,39.33,44.18,33.1,Intermediate,10.07,Video,Reading,Beginner,15.75,40.89,5,1,48.96,24.86,67.22,Learn Fundamentals,Article,High
1350,JavaScript,Web Development,44.51,27.65,59.88,29.67,Some Experience,12.07,Interactive Course,Mixed,Adaptive,24.49,35.59,3,1,35.77,30.91,57.47,Learn Fundamentals,Video,High
4580,ML Fundamentals,Machine Learning,33.34,57.38,36.53,13.49,None,9.86,Video,Reading,Intermediate,37.37,33.47,4,1,11.47,25.07,58.81,Learn Fundamentals,Article,High
4039,Logistic Regression,Machine Learning,30.41,33.86,45.49,48.38,Intermediate,7.66,Article,Hands-on,Beginner,30.04,19.53,4,1,40.09,48.74,65.54,Learn Fundamentals,Article,High
991,Clustering,Machine Learning,33.7,54.71,32.26,10.75,Some Experience,2.96,Practice Questions,Hands-on,Beginner,32.7,38.36,5,1,37.35,17.83,60.29,Learn Fundamentals,Article,High
3023,EDA,Data Science,63.68,61.34,30.04,47.42,Some Experience,6.34,Practice Questions,Visual,Adaptive,17.05,28.14,4,0,56.98,27.6,43.75,Revision,Interactive Course,Medium
2591,Classification,Machine Learning,36.03,0.75,10.96,16.44,Beginner,11.06,Documentation,Mixed,Advanced,12.25,30.83,5,1,0.0,21.79,79.57,Learn Fundamentals,Video,High
723,JavaScript,Web Development,25.29,25.73,40.46,11.7,Some Experience,5.12,Video,Hands-on,Adaptive,34.81,11.33,4,1,30.89,21.84,71.54,Learn Fundamentals,Article,High
1643,Deployment,DevOps/Cloud,28.04,26.92,2.58,30.16,Some Experience,10.66,Interactive Course,Visual,Beginner,50.67,26.65,6,1,0.0,22.1,77.39,Learn Fundamentals,Video,High
1738,Logistic Regression,Machine Learning,37.51,42.85,37.32,33.81,None,1.3,Project,Mixed,Advanced,9.45,30.81,3,1,56.34,28.02,60.93,Learn Fundamentals,Video,High
3812,Model Evaluation,Machine Learning,29.03,30.95,,36.76,Intermediate,8.87,Project,Mixed,Adaptive,58.12,56.57,5,1,7.18,32.02,72.92,Learn Fundamentals,Video,High
4063,Logistic Regression,Machine Learning,15.86,16.53,17.65,6.53,Some Experience,9.6,Practice Questions,Visual,Beginner,34.37,43.12,6,1,45.18,23.61,83.58,Learn Fundamentals,Video,High
397,Classification,Machine Learning,0.0,0.0,8.5,24.96,Beginner,5.7,Video,Visual,Intermediate,24.85,13.74,7,1,4.51,31.83,98.3,Learn Fundamentals,Video,High
1921,FastAPI,Backend Development,28.14,0.0,22.55,32.5,None,7.25,Practice Questions,Reading,Advanced,26.32,37.29,4,1,12.69,30.74,81.42,Learn Fundamentals,Article,High
485,REST APIs,Backend Development,28.64,22.64,33.12,42.33,Beginner,2.66,Documentation,Mixed,Beginner,17.08,20.76,5,1,42.28,24.01,72.26,Learn Fundamentals,Video,High
967,React,Web Development,0.0,23.8,3.54,51.77,Intermediate,1.29,Video,Hands-on,Beginner,23.51,30.79,5,1,9.25,12.18,92.15,Learn Fundamentals,Article,High
792,JavaScript,Web Development,37.55,34.02,24.77,11.11,Some Experience,5.29,Documentation,Mixed,Intermediate,8.56,13.57,6,1,41.92,3.11,66.07,Learn Fundamentals,Video,High
1095,JavaScript,Web Development,25.72,11.25,0.0,28.34,None,3.3,Practice Questions,Visual,Beginner,27.75,34.44,4,1,15.22,27.49,83.76,Learn Fundamentals,Video,High
590,Overfitting & Underfitting,Machine Learning,0.0,45.18,35.13,14.85,None,7.21,Documentation,Hands-on,Intermediate,37.65,39.12,6,1,46.37,10.53,79.42,Learn Fundamentals,Article,High
842,Linear Regression,Machine Learning,50.79,0.0,27.04,14.5,Some Experience,2.84,Video,Hands-on,Beginner,1.42,18.75,4,1,29.82,23.38,69.19,Learn Fundamentals,Article,High
1663,REST APIs,Backend Development,13.83,34.39,26.14,40.94,Beginner,2.74,Video,Hands-on,Beginner,36.95,31.14,5,1,33.22,17.48,77.54,Learn Fundamentals,Article,High
4315,Classification,Machine Learning,60.92,21.09,28.92,24.12,Beginner,5.83,Project,Mixed,Intermediate,0.0,36.68,3,1,17.38,37.58,57.43,Learn Fundamentals,Video,High
1187,Data Preprocessing,Machine Learning,59.82,48.14,29.89,38.46,Some Experience,11.56,Article,Visual,Adaptive,28.68,27.72,4,1,41.83,22.83,49.67,Revision,Practice Questions,Medium
679,Model Evaluation,Machine Learning,0.0,0.0,0.0,0.36,Beginner,2.09,Practice Questions,Visual,Intermediate,0.0,32.08,7,1,0.0,20.04,100.0,Learn Fundamentals,Video,High
4248,JavaScript,Web Development,7.01,12.34,14.19,18.24,Some Experience,5.72,Interactive Course,Hands-on,Beginner,2.81,35.87,6,1,0.0,30.64,89.95,Learn Fundamentals,Article,High
4152,ML Fundamentals,Machine Learning,25.53,30.98,46.0,49.82,Some Experience,3.39,Article,Mixed,Advanced,26.35,13.04,5,1,40.76,11.32,68.74,Learn Fundamentals,Video,High
3746,Overfitting & Underfitting,Machine Learning,0.0,11.91,25.79,23.3,Beginner,12.31,Project,Hands-on,Advanced,0.98,23.06,6,1,20.03,13.64,91.27,Learn Fundamentals,Article,High
4542,Data Preprocessing,Machine Learning,41.8,54.92,11.88,15.76,None,5.06,Interactive Course,Reading,Adaptive,0.0,11.26,4,1,30.88,0.0,60.25,Learn Fundamentals,Article,High
3214,Logistic Regression,Machine Learning,23.22,38.38,18.36,35.68,Beginner,7.93,Article,Hands-on,Beginner,48.84,17.1,3,1,28.45,6.34,73.2,Learn Fundamentals,Article,High
628,Git/GitHub,Software Development,23.96,14.38,5.13,18.45,Beginner,1.63,Practice Questions,Hands-on,Beginner,21.1,35.25,5,1,32.37,42.02,82.68,Learn Fundamentals,Article,High
619,HTML/CSS,Web Development,92.77,48.95,54.02,46.85,Beginner,15.7,Interactive Course,Hands-on,Beginner,40.59,49.28,2,1,63.46,47.88,28.13,Study Core Material,Article,Medium
1131,Linear Regression,Machine Learning,10.91,77.9,50.12,52.86,Some Experience,,Practice Questions,Hands-on,Intermediate,11.44,40.26,5,1,50.61,9.41,61.15,Learn Fundamentals,Article,High
2285,Linear Regression,Machine Learning,28.46,9.51,19.32,25.66,Intermediate,2.5,Article,Visual,Advanced,25.39,41.05,5,1,33.8,19.02,79.05,Learn Fundamentals,Video,High
1837,Clustering,Machine Learning,0.0,16.46,16.11,41.52,None,6.97,Project,Mixed,Beginner,37.35,29.65,5,1,0.0,34.22,91.84,Learn Fundamentals,Video,High
346,Clustering,Machine Learning,26.87,0.0,38.09,31.39,Beginner,,Video,Visual,Intermediate,34.03,36.87,6,1,6.96,42.22,78.95,Learn Fundamentals,Video,High
712,Deployment,DevOps/Cloud,10.99,11.62,,27.35,Beginner,3.03,Video,Reading,Beginner,9.5,40.9,5,1,2.47,23.39,91.02,Learn Fundamentals,Article,High
694,Git/GitHub,Software Development,8.04,60.63,32.64,12.14,Intermediate,5.39,Practice Questions,Hands-on,Beginner,9.84,16.73,5,1,26.74,8.12,71.26,Learn Fundamentals,Article,High
3645,Overfitting & Underfitting,Machine Learning,46.2,43.63,39.31,47.42,Some Experience,7.04,Video,Reading,Beginner,16.77,30.58,4,1,33.38,19.66,55.95,Learn Fundamentals,Article,High
1209,Git/GitHub,Software Development,67.82,29.13,62.2,51.35,Intermediate,10.62,Project,Visual,Advanced,14.68,38.51,3,1,25.09,16.43,44.91,Learn Fundamentals,Video,High
1774,React,Web Development,34.71,41.44,29.88,7.47,None,3.39,Documentation,Reading,Advanced,22.13,19.72,4,1,16.43,1.38,64.24,Learn Fundamentals,Article,High
1683,Model Evaluation,Machine Learning,38.45,7.15,19.61,43.24,None,3.27,Documentation,Mixed,Adaptive,22.69,54.76,4,1,18.72,35.29,74.71,Learn Fundamentals,Video,High
3058,Clustering,Machine Learning,9.67,47.46,25.88,29.01,None,2.48,Practice Questions,Hands-on,Adaptive,21.0,29.99,6,1,34.32,22.48,75.75,Learn Fundamentals,Article,High
1606,React,Web Development,8.66,33.2,8.83,34.93,Intermediate,1.0,Interactive Course,Reading,Beginner,34.67,40.82,6,1,28.74,38.29,83.95,Learn Fundamentals,Article,High
2368,Logistic Regression,Machine Learning,4.35,23.21,21.36,0.0,Beginner,2.61,Interactive Course,Hands-on,Advanced,0.94,47.85,6,1,25.02,23.82,86.59,Learn Fundamentals,Article,High
1820,SQL/Databases,Backend Development,22.51,20.22,5.53,45.67,Advanced,8.74,Interactive Course,Hands-on,Beginner,30.5,20.17,4,1,30.22,13.65,81.58,Learn Fundamentals,Article,High
4992,Logistic Regression,Machine Learning,40.45,27.72,54.35,8.41,Beginner,13.28,Practice Questions,Hands-on,Advanced,31.72,30.94,4,1,50.02,43.75,60.59,Revision,Practice Questions,Medium
3620,ML Fundamentals,Machine Learning,6.04,34.55,31.34,3.27,Some Experience,2.79,Documentation,Reading,Beginner,24.38,42.67,6,1,15.36,18.41,80.35,Learn Fundamentals,Article,High
1982,Data Preprocessing,Machine Learning,48.05,86.99,63.94,45.03,Advanced,8.59,Project,Visual,Advanced,43.42,47.42,3,1,80.59,20.23,37.09,Revision,Video,Medium
1278,React,Web Development,16.34,11.06,14.48,52.08,Some Experience,5.73,Video,Hands-on,Adaptive,46.71,30.13,5,1,14.17,29.52,85.62,Learn Fundamentals,Article,High
3220,Logistic Regression,Machine Learning,0.0,2.13,7.87,,None,3.12,Article,Visual,Beginner,0.0,27.77,6,1,1.81,12.66,97.79,Learn Fundamentals,Video,High
2090,ML Fundamentals,Machine Learning,40.19,67.05,31.62,40.24,Intermediate,7.85,Project,Visual,Intermediate,22.3,27.84,4,1,50.88,29.31,53.47,Revision,Practice Questions,Medium
4827,JavaScript,Web Development,36.87,31.61,48.05,16.06,Some Experience,2.84,Practice Questions,Visual,Beginner,22.45,37.91,4,1,30.65,41.38,62.47,Learn Fundamentals,Video,High
